"country","journal","discipline","position","n.authors","n.papers","genderRatios","low.CI.1","up.CI.1","current.rate.of.change","low.CI.2","up.CI.2","years.to.parity","low.CI.3","up.CI.3","r","c","qualitative.result"
"United Kingdom","All journals","Nanotechnology","overall",3752,965,30.901,28.08,33.433,1.301,0.818,1.676,16.365,10.365,29.365,0.219,7.694,"Male-biased but improving"
"USA","All journals","Nanotechnology","overall",50309,16026,24.932,24.227,25.735,0.512,0.387,0.646,54.365,41.365,73.365,0.083,3.988,"Male-biased but improving"
"Argentina","All journals","Neoplasms","overall",2708,446,51.608,50,53.837,-0.143,-0.23,0,6,NA,NA,0.183,-0.293,"Essentially at parity"
"Australia","All journals","Neoplasms","overall",26583,5422,42.973,41.804,43.964,0.086,-0.067,0.202,NA,NA,NA,0.029,0.416,"Male-biased but improving"
"Austria","All journals","Neoplasms","overall",13871,2159,39.476,38.011,40.882,0.568,0.446,0.662,13.365,8.365,21.365,0.136,1.654,"Male-biased but improving"
"Belgium","All journals","Neoplasms","overall",14159,2306,39.156,37.834,40.55,0.23,0.066,0.377,48,NA,NA,0.055,0.874,"Male-biased but improving"
"Brazil","All journals","Neoplasms","overall",10497,1820,48.929,36.477,49.949,0.063,-11.082,0.136,NA,NA,NA,0.193,0.21,"Essentially at parity"
"Canada","All journals","Neoplasms","overall",55969,11084,41.991,41.228,42.792,0.083,-0.032,0.174,NA,NA,NA,0.024,0.465,"Male-biased but improving"
"Chile","All journals","Neoplasms","overall",1276,213,37.573,32.429,42.127,0.112,-0.877,0.608,NA,NA,NA,0.025,0.808,"Male-biased but improving"
"China","All journals","Neoplasms","overall",40297,29641,45.018,44.154,45.96,0.135,-0.009,0.241,15,NA,NA,0.061,0.364,"Essentially at parity"
"Croatia","All journals","Neoplasms","overall",816,163,49.812,45.343,50,0.052,-0.083,0.283,7,NA,NA,0.646,1.695,"Essentially at parity"
"Czech Republic","All journals","Neoplasms","overall",4555,689,35.75,31.907,39.325,-1.678,-3.189,-0.671,NA,NA,NA,-0.329,0.051,"Male-biased and becoming more so"
"Denmark","All journals","Neoplasms","overall",14009,2547,45.678,44.511,46.674,0.47,0.415,0.522,0,0,1.365,0.242,1.409,"Essentially at parity"
"Egypt","All journals","Neoplasms","overall",2722,838,47.755,45.951,48.982,0.405,0.257,0.552,0,0,0,0.386,2.363,"Essentially at parity"
"Finland","All journals","Neoplasms","overall",9492,1566,48.466,46.876,49.681,0.197,0.086,0.25,0,0,0,0.279,0.634,"Essentially at parity"
"France","All journals","Neoplasms","overall",66544,11027,40.598,39.824,41.441,-0.168,-0.298,-0.045,NA,NA,NA,-0.044,0.32,"Male-biased and becoming more so"
"Germany","All journals","Neoplasms","overall",91707,14984,36.301,35.712,36.842,0.607,0.553,0.66,20.365,17.365,24.365,0.122,2.089,"Male-biased but improving"
"Greece","All journals","Neoplasms","overall",10377,1799,36.918,35.004,38.696,0.422,0.227,0.581,26.365,15.365,62.39,0.088,1.47,"Male-biased but improving"
"Hong Kong","All journals","Neoplasms","overall",1656,523,46.787,31.49,50,0.078,-12.537,0.257,NA,NA,NA,0.056,0.229,"Essentially at parity"
"Hungary","All journals","Neoplasms","overall",4387,942,46.176,44.073,47.913,0.421,0.335,0.495,0,0,2.39,0.245,1.265,"Essentially at parity"
"India","All journals","Neoplasms","overall",12712,4202,35.594,34.284,36.932,0.137,-0.089,0.339,NA,NA,NA,0.027,1.011,"Male-biased but improving"
"Indonesia","All journals","Neoplasms","overall",2445,389,46.078,44.047,47.853,0.414,0.282,0.529,0,0,3.365,0.235,1.2,"Essentially at parity"
"Iran","All journals","Neoplasms","overall",6064,1634,35.203,33.474,36.813,0.467,0.102,0.771,43,NA,NA,0.089,1.76,"Male-biased but improving"
"Ireland","All journals","Neoplasms","overall",3920,730,46.784,44.665,48.305,0.363,0.239,0.462,0,0,1.365,0.255,1.142,"Essentially at parity"
"Israel","All journals","Neoplasms","overall",8430,1863,48.427,46.463,49.628,0.187,0.086,0.25,8,NA,NA,0.27,0.596,"Essentially at parity"
"Italy","All journals","Neoplasms","overall",99473,13766,46.359,45.898,46.78,0.315,0.294,0.333,0,0,0,0.187,0.741,"Essentially at parity"
"Japan","All journals","Neoplasms","overall",133168,25129,17.755,17.316,18.18,0.312,0.257,0.368,103.365,87.365,125.365,0.055,5.719,"Male-biased but improving"
"Malaysia","All journals","Neoplasms","overall",2808,640,46.965,44.958,48.552,0.53,0.324,0.746,14,NA,NA,0.389,3.281,"Essentially at parity"
"Mexico","All journals","Neoplasms","overall",2492,423,43.455,39.72,46.296,0.292,-0.244,0.497,NA,NA,NA,0.098,0.687,"Male-biased but improving"
"Netherlands","All journals","Neoplasms","overall",36941,6596,43.955,43.202,44.62,0.602,0.566,0.631,2.365,1.365,4.365,0.227,1.814,"Male-biased but improving"
"New Zealand","All journals","Neoplasms","overall",2839,468,43.334,40.766,45.759,0.55,0.269,0.723,19,NA,NA,0.188,1.508,"Male-biased but improving"
"Norway","All journals","Neoplasms","overall",10957,2019,46.076,44.656,47.274,0.434,0.378,0.486,0,0,1.365,0.245,1.299,"Essentially at parity"
"Pakistan","All journals","Neoplasms","overall",1645,359,39.226,35.617,42.59,-0.421,-1.595,0.381,NA,NA,NA,-0.092,0.255,"Male-biased and becoming more so"
"Poland","All journals","Neoplasms","overall",8562,1700,48.828,47.924,49.468,0.195,0.124,0.258,0,0,0,0.343,0.846,"Essentially at parity"
"Portugal","All journals","Neoplasms","overall",4015,644,50,49.998,54.09,0,-0.035,0.117,NA,NA,NA,13.57,5978080.972,"Essentially at parity"
"Russia","All journals","Neoplasms","overall",2314,318,24.972,20.159,31.11,-5.49,-8.519,-1.748,NA,NA,NA,-0.88,0.001,"Male-biased and becoming more so"
"Saudi Arabia","All journals","Neoplasms","overall",2033,414,31.389,28.337,34.52,0.364,-0.224,0.852,NA,NA,NA,0.059,1.944,"Male-biased but improving"
"Serbia","All journals","Neoplasms","overall",1207,260,56.132,52.376,59.916,-0.269,-0.488,0.192,NA,NA,NA,0.083,-0.433,"Female-biased but improving"
"Singapore","All journals","Neoplasms","overall",3983,1034,40.734,38.154,43.299,0.271,-0.126,0.51,NA,NA,NA,0.07,0.818,"Male-biased but improving"
"Slovakia","All journals","Neoplasms","overall",771,122,50,34.204,51.019,0,-7.859,0.135,NA,NA,NA,1.245,0.263,"Essentially at parity"
"Slovenia","All journals","Neoplasms","overall",920,289,49.647,47.044,50,0.07,0,0.239,6,NA,NA,0.394,0.479,"Essentially at parity"
"South Korea","All journals","Neoplasms","overall",18838,7614,41.777,40.489,43.012,0.451,0.322,0.558,9.365,4.365,18.365,0.131,1.173,"Male-biased but improving"
"Spain","All journals","Neoplasms","overall",31577,4896,45.415,44.571,46.167,0.363,0.307,0.404,0,0,1.39,0.175,0.864,"Essentially at parity"
"Sweden","All journals","Neoplasms","overall",20412,4275,44.874,43.784,45.844,0.444,0.392,0.482,0.365,0,3.365,0.194,1.149,"Male-biased but improving"
"Switzerland","All journals","Neoplasms","overall",13315,2372,38.172,36.933,39.409,0.558,0.412,0.677,17.365,11.365,27.365,0.122,1.719,"Male-biased but improving"
"Taiwan","All journals","Neoplasms","overall",1261,2912,33.362,27.236,39.153,-0.538,-1.527,0.24,NA,NA,NA,-0.095,0.453,"Male-biased and becoming more so"
"Thailand","All journals","Neoplasms","overall",2251,889,47.828,45.739,49.293,0.31,0.142,0.449,12,NA,NA,0.307,1.208,"Essentially at parity"
"Tunisia","All journals","Neoplasms","overall",817,138,48.886,47.207,49.72,0.311,0.109,0.541,12,NA,NA,0.575,5.512,"Essentially at parity"
"Turkey","All journals","Neoplasms","overall",15383,3100,36.476,35.034,37.995,-0.335,-0.668,-0.057,NA,NA,NA,-0.067,0.424,"Male-biased and becoming more so"
"United Kingdom","All journals","Neoplasms","overall",42949,8537,42.1,41.263,42.937,0.33,0.246,0.398,11.365,6.365,19.365,0.1,0.858,"Male-biased but improving"
"USA","All journals","Neoplasms","overall",537963,123085,42.375,42.164,42.596,0.452,0.437,0.467,7.365,6.365,8.365,0.14,1.154,"Male-biased but improving"
"Australia","All journals","Nephrology","overall",5932,1394,35.428,33.155,37.83,0.096,-0.228,0.353,NA,NA,NA,0.02,0.963,"Male-biased but improving"
"Austria","All journals","Nephrology","overall",2412,401,31.696,28.027,34.971,0.352,-0.06,0.682,NA,NA,NA,0.062,1.925,"Male-biased but improving"
"Belgium","All journals","Nephrology","overall",2902,590,35.664,32.815,38.429,0.404,0.083,0.655,40,NA,NA,0.077,1.541,"Male-biased but improving"
"Brazil","All journals","Nephrology","overall",3250,677,48.338,45.671,49.747,0.183,0.007,0.279,8,NA,NA,0.257,0.584,"Essentially at parity"
"Canada","All journals","Nephrology","overall",8897,2117,34.482,32.709,36.267,-0.203,-0.523,0.063,NA,NA,NA,-0.038,0.656,"Male-biased and becoming more so"
"China","All journals","Nephrology","overall",2864,1532,49.815,35.288,50,0.045,-8.231,0.231,7,NA,NA,0.674,2.078,"Essentially at parity"
"Czech Republic","All journals","Nephrology","overall",1082,181,42.666,36.364,47.274,0.196,-0.831,0.481,NA,NA,NA,0.063,0.563,"Male-biased but improving"
"Denmark","All journals","Nephrology","overall",1383,292,33.091,28.932,37.322,0.562,0.066,0.944,34,NA,NA,0.097,2.329,"Male-biased but improving"
"Egypt","All journals","Nephrology","overall",663,153,44.09,40.199,46.906,1.49,1.082,1.848,1.365,0,4.365,0.577,32.567,"Male-biased but improving"
"Finland","All journals","Nephrology","overall",892,155,41.479,34.938,46.83,0.455,-0.13,0.707,22,NA,NA,0.131,1.238,"Male-biased but improving"
"France","All journals","Nephrology","overall",9857,2039,34.31,32.45,36.273,-0.065,-0.331,0.18,NA,NA,NA,-0.012,0.829,"Male-biased and becoming more so"
"Germany","All journals","Nephrology","overall",13188,2484,34.165,32.664,35.585,0.856,0.725,0.971,18.365,14.365,24.365,0.157,3.448,"Male-biased but improving"
"Greece","All journals","Nephrology","overall",1602,289,31.438,25.953,36.423,0.387,-0.176,0.845,NA,NA,NA,0.07,2.104,"Male-biased but improving"
"India","All journals","Nephrology","overall",1645,449,27.58,23.957,31.226,1.43,0.877,1.946,33,NA,NA,0.231,11.086,"Male-biased but improving"
"Iran","All journals","Nephrology","overall",2422,586,36.256,32.45,39.804,0.681,0.014,1.146,30,NA,NA,0.138,2.397,"Male-biased but improving"
"Ireland","All journals","Nephrology","overall",748,127,34.587,29.507,40.089,0.073,-0.751,0.667,NA,NA,NA,0.017,1.012,"Male-biased but improving"
"Israel","All journals","Nephrology","overall",1501,295,39.275,33.879,44.28,0.149,-0.507,0.484,NA,NA,NA,0.037,0.725,"Male-biased but improving"
"Italy","All journals","Nephrology","overall",15586,2769,39.536,37.952,40.92,0.291,0.138,0.403,25.365,13.365,67.365,0.07,0.948,"Male-biased but improving"
"Japan","All journals","Nephrology","overall",16912,3315,20.903,19.646,22.28,0.203,0.048,0.36,135,NA,NA,0.033,3.678,"Male-biased but improving"
"Netherlands","All journals","Nephrology","overall",6893,1390,40.026,37.89,42.085,0.853,0.723,0.945,8.365,4.365,13.365,0.214,2.954,"Male-biased but improving"
"New Zealand","All journals","Nephrology","overall",833,175,30.367,25.414,34.989,0.472,-0.305,1.087,NA,NA,NA,0.077,2.466,"Male-biased but improving"
"Norway","All journals","Nephrology","overall",857,148,34.458,29.72,39.027,1.154,0.591,1.568,13.365,6.365,36.39,0.217,5.41,"Male-biased but improving"
"Poland","All journals","Nephrology","overall",1847,374,43.736,39.26,47.188,0.217,-0.302,0.402,NA,NA,NA,0.081,0.555,"Male-biased but improving"
"Portugal","All journals","Nephrology","overall",918,172,38.93,24.445,50.007,-1.377,-11.909,0.185,NA,NA,NA,-0.42,0.019,"Male-biased and becoming more so"
"South Korea","All journals","Nephrology","overall",2187,695,35.956,31.54,40.131,-0.141,-0.827,0.323,NA,NA,NA,-0.024,0.627,"Male-biased and becoming more so"
"Spain","All journals","Nephrology","overall",5918,1031,41.37,39.005,43.546,0.297,0.051,0.477,26,NA,NA,0.086,0.842,"Male-biased but improving"
"Sweden","All journals","Nephrology","overall",2425,525,32.334,28.97,35.338,0.647,0.28,0.936,39,NA,NA,0.116,2.844,"Male-biased but improving"
"Switzerland","All journals","Nephrology","overall",2108,394,32.522,29.32,35.635,0.712,0.331,1.034,25.365,13.365,65.39,0.124,3.023,"Male-biased but improving"
"Turkey","All journals","Nephrology","overall",7389,1255,30.978,28.865,32.807,0.136,-0.137,0.361,NA,NA,NA,0.021,1.476,"Male-biased but improving"
"United Kingdom","All journals","Nephrology","overall",8055,1912,36.549,34.851,38.181,0.586,0.418,0.73,20.365,14.365,34.365,0.12,1.998,"Male-biased but improving"
"USA","All journals","Nephrology","overall",55912,16266,33.513,32.682,34.295,0.294,0.196,0.378,56.365,41.365,89.365,0.053,1.528,"Male-biased but improving"
"Argentina","All journals","Neurology","overall",5379,1264,37.211,33.966,40.365,-1.175,-2.09,-0.531,NA,NA,NA,-0.255,0.083,"Male-biased and becoming more so"
"Australia","All journals","Neurology","overall",32343,9107,41.133,40.147,42.035,0.448,0.353,0.526,11.365,7.365,17.365,0.123,1.198,"Male-biased but improving"
"Austria","All journals","Neurology","overall",13209,2853,35.545,34.168,36.895,0.642,0.485,0.769,21.365,15.365,32.365,0.125,2.293,"Male-biased but improving"
"Belgium","All journals","Neurology","overall",13620,3093,38.993,37.727,40.189,0.801,0.687,0.903,10.365,7.365,14.365,0.187,2.668,"Male-biased but improving"
"Brazil","All journals","Neurology","overall",29400,6645,42.989,41.899,44.104,0.204,0.079,0.307,28,NA,NA,0.068,0.577,"Male-biased but improving"
"Canada","All journals","Neurology","overall",67756,20056,38.485,37.819,39.086,0.32,0.247,0.386,28.365,21.365,40.365,0.072,1.09,"Male-biased but improving"
"Chile","All journals","Neurology","overall",3443,774,33.885,31.043,36.678,0.18,-0.218,0.534,NA,NA,NA,0.034,1.26,"Male-biased but improving"
"China","All journals","Neurology","overall",22692,17365,44.849,43.854,45.766,0.391,0.283,0.463,1.365,0,4.365,0.169,0.933,"Male-biased but improving"
"Croatia","All journals","Neurology","overall",1051,266,49.999,44.184,50.844,0.001,-2.541,0.081,5,NA,NA,1.124,1.391,"Essentially at parity"
"Czech Republic","All journals","Neurology","overall",6242,1363,39.614,37.207,41.718,0.434,0.14,0.659,33,NA,NA,0.106,1.27,"Male-biased but improving"
"Denmark","All journals","Neurology","overall",9684,2385,36.211,34.464,37.864,0.435,0.234,0.607,28.365,16.365,65.365,0.087,1.574,"Male-biased but improving"
"Egypt","All journals","Neurology","overall",1115,393,36.473,28.326,43.012,-0.521,-3.5,0.531,NA,NA,NA,-0.115,0.286,"Male-biased and becoming more so"
"Finland","All journals","Neurology","overall",12172,2616,40.879,39.176,42.671,0.228,0.021,0.381,34,NA,NA,0.064,0.751,"Male-biased but improving"
"France","All journals","Neurology","overall",62931,14441,39,38.176,39.684,0.03,-0.072,0.118,NA,NA,NA,0.006,0.597,"Male-biased but improving"
"Germany","All journals","Neurology","overall",105646,24601,33.494,32.945,34.034,0.632,0.576,0.687,26.365,23.365,30.365,0.114,2.553,"Male-biased but improving"
"Greece","All journals","Neurology","overall",4223,1021,35.366,32.579,38.067,0.289,-0.063,0.605,NA,NA,NA,0.057,1.334,"Male-biased but improving"
"Hong Kong","All journals","Neurology","overall",981,439,44.839,34.039,49.991,0.175,-1.862,0.44,NA,NA,NA,0.104,0.554,"Male-biased but improving"
"Hungary","All journals","Neurology","overall",5675,1361,42.566,40.084,44.629,0.435,0.226,0.553,7.365,1.365,26.415,0.138,1.1,"Male-biased but improving"
"India","All journals","Neurology","overall",12653,5704,25.667,24.311,27.048,-0.179,-0.428,0.059,NA,NA,NA,-0.028,1.5,"Male-biased and becoming more so"
"Indonesia","All journals","Neurology","overall",1835,281,46.889,43.458,49.063,0.189,-0.107,0.336,9,NA,NA,0.142,0.436,"Essentially at parity"
"Iran","All journals","Neurology","overall",4714,1846,34.564,32.506,36.731,1.261,0.954,1.537,12.365,8.365,19.365,0.237,6.382,"Male-biased but improving"
"Ireland","All journals","Neurology","overall",4741,1155,40.684,38.409,43.033,0.544,0.285,0.714,25,NA,NA,0.145,1.517,"Male-biased but improving"
"Israel","All journals","Neurology","overall",13007,3826,44.936,43.467,46.176,0.402,0.321,0.452,0.365,0,5.365,0.176,0.982,"Male-biased but improving"
"Italy","All journals","Neurology","overall",89044,16667,44.113,43.55,44.71,0.235,0.181,0.284,4.365,1.365,9.365,0.09,0.565,"Male-biased but improving"
"Japan","All journals","Neurology","overall",74294,19753,19.935,19.323,20.543,0.153,0.082,0.228,205.365,136.365,387.39,0.026,3.735,"Male-biased but improving"
"Malaysia","All journals","Neurology","overall",598,258,34.893,27.789,40.444,-0.406,-2.684,0.661,NA,NA,NA,-0.083,0.437,"Male-biased and becoming more so"
"Mexico","All journals","Neurology","overall",4074,1074,38.379,35.303,41.077,0.059,-0.393,0.381,NA,NA,NA,0.014,0.676,"Male-biased but improving"
"Netherlands","All journals","Neurology","overall",34240,8337,38.878,38.014,39.715,0.761,0.695,0.822,11.365,9.365,14.365,0.177,2.482,"Male-biased but improving"
"New Zealand","All journals","Neurology","overall",3757,1152,42.563,39.15,45.712,0.381,-0.025,0.564,21,NA,NA,0.115,0.925,"Male-biased but improving"
"Norway","All journals","Neurology","overall",6896,1770,38.102,36.26,39.783,0.625,0.407,0.787,15.365,9.365,29.365,0.138,1.969,"Male-biased but improving"
"Poland","All journals","Neurology","overall",11020,2814,50.784,50,53.037,-0.03,-0.088,0.348,0,NA,NA,0.099,-0.08,"Essentially at parity"
"Portugal","All journals","Neurology","overall",7994,1721,50,49.999,54.197,0,-0.077,0.13,NA,NA,NA,5.715,226.17,"Essentially at parity"
"Russia","All journals","Neurology","overall",2440,637,36.208,30.921,40.498,-1.269,-4.266,-0.256,NA,NA,NA,-0.25,0.094,"Male-biased and becoming more so"
"Saudi Arabia","All journals","Neurology","overall",1768,587,24.658,21.621,27.828,0.834,0.118,1.554,41,NA,NA,0.13,6.115,"Male-biased but improving"
"Serbia","All journals","Neurology","overall",2268,496,57.863,55.441,60.644,-0.352,-0.517,-0.027,23,NA,NA,0.078,-0.519,"Female-biased but improving"
"Singapore","All journals","Neurology","overall",2675,1099,29.406,26.06,32.694,-0.098,-0.579,0.345,NA,NA,NA,-0.014,1.243,"Male-biased and becoming more so"
"Slovakia","All journals","Neurology","overall",1789,426,49.999,37.123,50.036,0,-2.834,0.087,NA,NA,NA,-0.373,0.013,"Essentially at parity"
"Slovenia","All journals","Neurology","overall",716,236,35.557,29.288,41.015,0.452,-0.333,0.94,NA,NA,NA,0.085,1.66,"Male-biased but improving"
"South Africa","All journals","Neurology","overall",1046,301,38.368,33.792,42.836,0.079,-0.903,0.578,NA,NA,NA,0.019,0.695,"Male-biased but improving"
"South Korea","All journals","Neurology","overall",14792,8587,37.581,36.122,38.898,0.466,0.301,0.607,22.365,14.365,40.365,0.1,1.519,"Male-biased but improving"
"Spain","All journals","Neurology","overall",34624,7243,43.432,42.541,44.273,0.295,0.201,0.366,6.365,2.365,14.365,0.104,0.717,"Male-biased but improving"
